UUID,putaway zone,volume
A025927,OPT-B-07-11,21801
A025928,OPT-C-01-04,64900
A025929,OPT-B-07-11,0
A025930,OPT-A-07-11,67320
A025931,OPT-C-01-04,5720
A025932,OPT-B-07-11,45000
A025933,OPT-B-07-11,49500
A025934,OPT-B-07-11,2000
A025935,OPT-AAAA-01-04,975
A025936,OPT-AA-01-04,907.2
A025937,OPT-B-07-11,0
A025938,OPT-C-01-04,41160
A025939,OPT-C-01-04,15600
A025940,OPT-C-01-04,6000
A025941,OPT-B-01-04,15600
A025942,OPT-C-01-04,24000
A025943,OPT-C-01-04,6804
A025944,OPT-C-05-07,70380
A025945,OPT-C-05-07,138580
A025946,OPT-C-05-07,36720
A025947,OPT-C-01-04,6840.375
A025948,OPT-C-01-04,3200
A025949,OPT-C-01-04,9504
A025950,OPT-C-01-04,7920
A025951,OPT-C-01-04,2584
A025952,OPT-C-01-04,64.35
A025953,OPT-C-01-04,31433
A025954,OPT-C-07-11,138580
A025955,OPT-C-01-04,6840.375
A025956,OPT-C-01-04,3200
A025957,OPT-C-01-04,193200
A025958,OPT-C-01-04,9504
A025959,OPT-C-01-04,7920
A025960,OPT-C-01-04,2584
A025961,OPT-C-05-07,44640
A025962,OPT-C-07-11,196992
A025963,OPT-C-01-04,600
A025964,OPT-C-01-04,12555
A025965,OPT-C-01-04,3600
A025966,OPT-C-01-04,40000
A025967,OPT-C-01-04,2730
A025968,OPT-C-01-04,6840.375
A025969,OPT-C-01-04,3888
A025970,OPT-C-05-07,16750
A025971,OPT-C-01-04,42500
A025972,OPT-C-05-07,50220
A025973,OPT-C-05-07,450000
A025974,OPT-C-01-04,32021
A025975,OPT-C-05-07,40950
A025976,OPT-C-01-04,600
A025977,OPT-C-05-07,55796
A025978,OPT-C-01-04,3640
A025979,OPT-C-01-04,600
A025980,OPT-C-07-11,187882.5
A025981,OPT-C-01-04,13746
A025982,OPT-B-07-11,0
A025983,OPT-C-01-04,7509.75
A025984,OPT-C-05-07,2730
A025985,OPT-C-01-04,18000
A025986,OPT-C-05-07,137475
A025987,OPT-C-05-07,60137
A025988,OPT-A-07-11,0
A025989,OPT-C-01-04,7509.75
A025990,OPT-C-05-07,2730
A025991,OPT-C-01-04,30000
A025992,OPT-C-01-04,12320
A025993,OPT-C-01-04,24960
A025994,OPT-A-07-11,45298.5
A025995,OPT-C-05-07,136890
A025996,OPT-A-07-11,1068720
A025997,OPT-A-07-11,520192
A025998,OPT-C-05-07,45298.5
A025999,OPT-C-07-11,0.001
A026000,OPT-C-07-11,228000
A026001,OPT-B-07-11,1514100
A026002,OPT-C-07-11,155064
A026003,OPT-A-07-11,729344
A026004,OPT-B-07-11,366786
A026005,OPT-B-07-11,180699
A026006,OPT-B-07-11,41730
A026007,OPT-C-01-04,45298.5
A026008,OPT-C-01-04,58075
A026009,OPT-B-07-11,72105
A026010,OPT-C-01-04,6975
A026011,OPT-B-01-04,3240
A026012,OPT-B-01-04,6370
A026013,OPT-B-01-04,576
A026014,OPT-C-01-04,4500
A026015,OPT-AA-01-04,504
A026016,OPT-C-01-04,2500
A026017,OPT-B-07-11,92000
A026018,OPT-C-01-04,45298.5
A026019,OPT-A-07-11,555000
A026020,OPT-A-07-11,536448
A026021,OPT-B-07-11,52267.5
A026022,OPT-C-07-11,0.001
A026023,OPT-C-07-11,237595
A026024,OPT-C-07-11,153573
A026025,OPT-C-07-11,158756
A026026,OPT-B-07-11,3120
A026027,OPT-B-07-11,358053
A026028,OPT-C-01-04,268800
A026029,OPT-C-07-11,216000
A026030,OPT-B-07-11,180699
A026031,,0
A026032,OPT-C-01-04,486
A026033,OPT-C-01-04,486
A026034,OPT-C-01-04,2500
A026035,OPT-C-05-07,72174.375
A026036,OPT-C-07-11,255936
A026037,OPT-B-01-04,6000
A026038,OPT-C-01-04,5760
A026039,OPT-B-01-04,24000
A026040,OPT-B-01-04,7560
A026041,OPT-C-01-04,4375
A026042,OPT-C-01-04,1950
A026043,OPT-C-01-04,1443
A026044,OPT-B-01-04,4386
A026045,OPT-C-01-04,48000
A026046,OPT-C-01-04,3768.75
A026047,OPT-C-01-04,144000
A026048,OPT-C-01-04,2250
A026049,OPT-C-01-04,11520
A026050,OPT-B-01-04,21000
A026051,OPT-C-01-04,9600
A026052,OPT-C-01-04,144000
A026053,OPT-B-01-04,15000
A026054,OPT-C-01-04,4588
A026055,OPT-B-01-04,12150
A026056,OPT-C-01-04,4375
A026057,OPT-C-01-04,1980
A026058,OPT-C-01-04,212121
A026059,OPT-B-01-04,5670
A026060,OPT-C-01-04,7600
A026061,OPT-C-01-04,41040
A026062,OPT-C-01-04,2250
A026063,OPT-B-01-04,22500
A026064,OPT-A-01-04,3255
A026065,OPT-C-01-04,2016
A026066,OPT-C-01-04,12878.048
A026067,OPT-C-05-07,12878.048
A026068,OPT-C-01-04,22000
A026069,OPT-C-05-07,21801
A026070,OPT-C-01-04,6000
A026071,OPT-C-01-04,8370
A026072,OPT-C-07-11,2000
A026073,OPT-C-05-07,21472
A026074,OPT-C-01-04,37125
A026075,OPT-C-01-04,8370
A026076,OPT-C-01-04,680.68
A026077,OPT-C-01-04,390
A026078,OPT-C-01-04,756
A026079,OPT-A-01-04,5324
A026080,OPT-B-01-04,3432
A026081,OPT-C-01-04,756
A026082,OPT-B-01-04,504
A026083,OPT-C-01-04,756
A026084,OPT-C-01-04,1584
A026085,OPT-C-01-04,1598.4
A026086,OPT-C-01-04,15.3
A026087,OPT-B-01-04,378
A026088,OPT-B-01-04,20250
A026089,OPT-C-01-04,14400
A026090,OPT-A-01-04,1750
A026091,OPT-A-01-04,1452
A026092,OPT-B-01-04,9720
A026093,OPT-A-01-04,980.1
A026094,OPT-C-01-04,1980
A026095,OPT-C-01-04,1940
A026096,OPT-C-01-04,1500
A026097,OPT-B-05-07,5670
A026098,OPT-C-01-04,2175
A026099,OPT-C-01-04,1215
A026100,OPT-B-01-04,19800
A026101,OPT-C-05-07,1800
A026102,OPT-C-01-04,1940
A026103,OPT-C-01-04,502.74
A026104,CANTI-LIGHT,1608
A026105,OPT-AA-01-04,2900
A026106,OPT-C-05-07,37800
A026107,OPT-C-05-07,140000
A026108,OPT-C-05-07,140000
A026109,OPT-C-07-11,140000
A026110,OPT-C-01-04,48600
A026111,OPT-C-01-04,87318
A026112,OPT-C-05-07,140000
A026113,OPT-C-01-04,44820
A026114,OPT-C-01-04,52038
A026115,OPT-C-05-07,39312
A026116,OPT-B-01-04,28025
A026117,OPT-C-01-04,46347.84
A026118,OPT-C-01-04,26392.5
A026119,OPT-C-01-04,140000
A026120,OPT-C-01-04,37170
A026121,OPT-C-05-07,140000
A026122,OPT-C-01-04,25920
A026123,OPT-C-01-04,85932
A026124,OPT-C-01-04,140000
A026125,OPT-C-01-04,24840
A026126,OPT-C-01-04,51840
A026127,OPT-C-05-07,39312
A026128,OPT-C-01-04,28025
A026129,OPT-C-01-04,46347.84
A026130,OPT-C-07-11,0
A026131,OPT-C-01-04,26392.5
A026132,OPT-C-01-04,140000
A026133,OPT-C-01-04,299
A026134,OPT-C-01-04,1309
A026135,OPT-C-01-04,10500
A026136,OPT-AA-01-04,12
A026137,OPT-AA-01-04,170
A026138,OPT-C-01-04,1520
A026139,OPT-B-01-04,1
A026140,OPT-B-01-04,228
A026141,OPT-A-01-04,60
A026142,OPT-B-01-04,84
A026143,OPT-C-01-04,10500
A026144,OPT-B-01-04,12
A026145,OPT-C-07-11,309721
A026146,OPT-C-07-11,309721
A026147,OPT-C-01-04,12442.5
A026148,OPT-C-01-04,13659.375
A026149,OPT-C-01-04,12.6
A026150,OPT-AAAA-01-04,264
A026151,OPT-B-01-04,28.6
A026152,,0
A026153,OPT-B-01-04,5
A026154,OPT-B-01-04,0
A026155,OPT-B-01-04,3.575
A026156,OPT-C-01-04,160
A026157,OPT-C-01-04,1.728
A026158,OPT-C-01-04,21.6
A026159,OPT-B-01-04,50
A026160,OPT-B-01-04,2
A026161,OPT-B-01-04,280
A026162,OPT-AA-01-04,98.301
A026163,OPT-A-01-04,264.45
A026164,OPT-C-01-04,135
A026165,OPT-A-01-04,378
A026166,OPT-B-01-04,264.45
A026167,OPT-C-01-04,135
A026168,OPT-B-01-04,1936
A026169,OPT-A-01-04,300
A026170,OPT-A-01-04,300
A026171,OPT-B-01-04,144
A026172,OPT-B-01-04,1936
A026173,OPT-C-01-04,66.7
A026174,OPT-C-01-04,66.7
A026175,OPT-AA-01-04,66.7
A026176,OPT-C-01-04,7.82
A026177,OPT-B-01-04,156
A026178,OPT-A-01-04,300
A026179,OPT-A-01-04,0
A026180,OPT-B-01-04,5250
A026181,OPT-A-01-04,1936
A026182,OPT-C-01-04,22.848
A026183,OPT-A-01-04,1260
A026184,OPT-C-01-04,31200
A026185,OPT-B-01-04,630
A026186,OPT-B-01-04,6804
A026187,OPT-A-01-04,784
A026188,OPT-A-01-04,2400
A026189,OPT-C-01-04,31200
A026190,OPT-B-01-04,6804
A026191,OPT-B-01-04,784
A026192,OPT-B-01-04,2400
A026193,OPT-B-05-07,19800
A026194,OPT-AA-01-04,300
A026195,OPT-B-01-04,300
A026196,OPT-A-01-04,98.301
A026197,OPT-A-01-04,612
A026198,OPT-C-01-04,67.5
A026199,OPT-C-05-07,19800
A026200,OPT-B-01-04,300
A026201,OPT-A-01-04,300
A026202,OPT-AA-01-04,375
A026203,OPT-B-01-04,1628
A026204,OPT-B-01-04,680
A026205,OPT-C-01-04,78.75
A026206,OPT-AA-01-04,517.5
A026207,OPT-AAAA-01-04,0
A026208,OPT-C-01-04,86350.25
A026209,OPT-C-05-07,86350.25
A026210,OPT-C-01-04,86350.25
A026211,OPT-A-05-07,51000
A026212,OPT-A-07-11,91200
A026213,OPT-A-05-07,88740
A026214,OPT-B-07-11,0
A026215,OPT-A-05-07,178500
A026216,OPT-A-07-11,45600
A026217,OPT-C-01-04,152000
A026218,OPT-B-07-11,36000
A026219,OPT-B-08,173700
A026220,OPT-C-01-04,266
A026221,OPT-C-01-04,266
A026222,OPT-C-01-04,225
A026223,OPT-C-01-04,300
A026224,OPT-A-05-07,30600
A026225,,0
A026226,OPT-A-07-11,54000
A026227,OPT-A-01-04,11165
A026228,OPT-B-07-11,0
A026229,OPT-A-05-07,255000
A026230,OPT-A-07-11,39900
A026231,OPT-C-05-07,152000
A026232,OPT-C-01-04,1219.372
A026233,OPT-C-08,43120
A026234,OPT-B-07-11,36000
A026235,OPT-B-08,749998
A026236,OPT-C-01-04,266
A026237,OPT-C-01-04,225
A026238,OPT-C-01-04,300
A026239,OPT-C-01-04,35.532
A026240,OPT-C-08,159600
A026241,OPT-A-07-11,84000
A026242,OPT-A-07-11,84000
A026243,OPT-C-05-07,5796
A026244,OPT-C-08,67704
A026245,OPT-A-08,484288
A026246,OPT-A-08,38000
A026247,OPT-C-07-11,0
A026248,OPT-C-08,25913.25
A026249,OPT-C-01-04,5120
A026250,OPT-C-05-07,4012.8
A026251,OPT-C-05-07,4224
A026252,OPT-C-01-04,5632
A026253,OPT-C-01-04,5632
A026254,OPT-B-07-11,56250
A026255,OPT-C-08,65520
A026256,OPT-C-01-04,6552
A026257,OPT-C-08,65520
A026258,OPT-A-01-04,2698.521
A026259,OPT-C-01-04,1575
A026260,OPT-C-08,16485
A026261,OPT-C-08,46080
A026262,OPT-C-01-04,225
A026263,OPT-C-01-04,109.2
A026264,OPT-C-01-04,57.6
A026265,OPT-C-01-04,57.6
A026266,OPT-C-08,159600
A026267,OPT-A-07-11,84000
A026268,OPT-B-01-04,84000
A026269,OPT-B-08,67704
A026270,OPT-A-08,484288
A026271,OPT-B-08,69600
A026272,OPT-B-07-11,0
A026273,OPT-C-08,25913.25
A026274,OPT-B-07-11,54000
A026275,OPT-C-08,65520
A026276,OPT-C-08,65520
A026277,OPT-C-01-04,2698.521
A026278,OPT-C-01-04,1627.5
A026279,OPT-C-08,12968.788
A026280,OPT-B-07-11,220569.3
A026281,OPT-C-01-04,109.2
A026282,OPT-A-05-07,255000
A026283,OPT-A-07-11,40500
A026284,OPT-A-07-11,102000
A026285,OPT-A-01-04,17437.5
A026286,OPT-A-08,0
A026287,OPT-C-07-11,40824
A026288,OPT-B-01-04,135
A026289,OPT-AA-01-04,176
A026290,OPT-A-05-07,51000
A026291,OPT-A-05-07,51000
A026292,OPT-A-05-07,61200
A026293,OPT-A-01-04,17437.5
A026294,OPT-A-07-11,0
A026295,OPT-C-07-11,41674.5
A026296,OPT-C-01-04,180
A026297,OPT-C-07-11,22100
A026298,OPT-C-05-07,18450
A026299,OPT-B-01-04,1194.375
A026300,OPT-AAAA-01-04,1584
A026301,OPT-B-01-04,112.75
A026302,OPT-C-01-04,1194.375
A026303,OPT-C-01-04,899.145
A026304,OPT-A-05-07,35700
A026305,,35700
A026306,OPT-A-01-04,6348
A026307,OPT-B-01-04,1748.4
A026308,OPT-C-01-04,236.488
A026309,OPT-C-01-04,1930.656
A026310,OPT-A-01-04,297
A026311,OPT-C-01-04,648
A026312,OPT-AAAA-01-04,180
A026313,OPT-B-01-04,529.2
A026314,OPT-B-01-04,1050
A026315,OPT-B-01-04,672
A026316,OPT-C-01-04,1092
A026317,OPT-B-01-04,1125
A026318,OPT-C-01-04,810
A026319,OPT-C-01-04,3.78
A026320,OPT-A-01-04,4534.75
A026321,OPT-C-01-04,36.125
A026322,OPT-C-01-04,36.125
A026323,OPT-A-01-04,4534.75
A026324,OPT-MDK-14,18551.25
A026325,OPT-C-01-04,455.4
A026326,OPT-C-01-04,54.15
A026327,OPT-C-01-04,36.125
A026328,OPT-MDK-14,6935.5
A026329,OPT-C-01-04,414
A026330,HIVE,49368
A026331,OPT-C-07-11,3060
A026332,OPT-C-01-04,78000
A026333,OPT-A-07-11,104042.625
A026334,OPT-A-01-04,327.5
A026335,OPT-C-01-04,90.25
A026336,OPT-C-01-04,39.9
A026337,OPT-C-01-04,245
A026338,OPT-C-01-04,33.6
A026339,OPT-A-05-07,30600
A026340,OPT-C-01-04,117
A026341,OPT-C-01-04,42061.25
A026342,OPT-A-07-11,104042.625
A026343,OPT-C-05-07,1429.12
A026344,OPT-C-05-07,1429.12
A026345,HIVE,3120
A026346,OPT-C-01-04,3120
A026347,OPT-C-01-04,3120
A026348,OPT-C-01-04,794.898
A026349,OPT-A-05-07,18144
A026350,OPT-C-01-04,4200
A026351,OPT-B-01-04,94500
A026352,OPT-C-01-04,208
A026353,OPT-C-07-11,112365
A026354,OPT-C-07-11,312125
A026355,OPT-B-07-11,112365
A026356,OPT-C-01-04,312125
A026357,OPT-B-07-11,112365
A026358,OPT-B-07-11,312125
A026359,OPT-C-07-11,112365
A026360,OPT-B-07-11,312125
A026361,OPT-C-01-04,9443
A026362,OPT-B-07-11,104042.625
A026363,OPT-C-01-04,378
A026364,OPT-A-01-04,350
A026365,OPT-C-01-04,81
A026366,OPT-C-01-04,245
A026367,OPT-C-01-04,23.1
A026368,OPT-C-01-04,1417.5
A026369,OPT-C-01-04,3120
A026370,OPT-C-01-04,3120
A026371,CANTI-LIGHT,794.898
A026372,OPT-A-05-07,12780
A026373,OPT-C-01-04,216.524
A026374,OPT-C-05-07,2982
A026375,OPT-B-01-04,38700
A026376,HIVE,110000
A026377,OPT-C-01-04,132720
A026378,OPT-C-01-04,132720
A026379,OPT-B-07-11,290400
A026380,OPT-C-01-04,58072.96
A026381,OPT-C-01-04,100
A026382,OPT-B-07-11,104042.625
A026383,OPT-C-01-04,378
A026384,OPT-C-01-04,1417.5
A026385,OPT-C-01-04,150
A026386,OPT-A-01-04,1890
A026387,OPT-C-01-04,1890
A026388,OPT-C-01-04,1890
A026389,OPT-C-01-04,83413.25
A026390,OPT-C-01-04,83413.25
A026391,OPT-B-01-04,2501.25
A026392,OPT-A-01-04,4000
A026393,OPT-C-01-04,7560
A026394,OPT-B-01-04,2501.25
A026395,OPT-B-01-04,23511.75
A026396,OPT-A-07-11,0
A026397,OPT-C-01-04,549
A026398,OPT-B-07-11,119542.5
A026399,OPT-C-01-04,121716
A026400,OPT-B-07-11,316250
A026401,OPT-B-07-11,277725
A026402,OPT-C-07-11,316250
A026403,OPT-C-01-04,274102.5
A026404,OPT-C-01-04,119542.5
A026405,OPT-C-07-11,289800
A026406,OPT-C-01-04,1536
A026407,OPT-B-07-11,362616.75
A026408,OPT-C-01-04,324
A026409,OPT-A-01-04,8
A026410,OPT-C-01-04,22080
A026411,OPT-C-01-04,22080
A026412,OPT-C-01-04,1890
A026413,OPT-C-01-04,1890
A026414,OPT-C-01-04,534.06
A026415,OPT-C-01-04,122
A026416,OPT-C-08,152000
A026417,OPT-C-01-04,132720
A026418,OPT-C-01-04,132720
A026419,OPT-B-07-11,51240
A026420,OPT-B-07-11,0
A026421,OPT-C-01-04,540
A026422,HIVE,30442.5
A026423,HIVE,103320
A026424,HIVE,103320
A026425,OPT-B-07-11,362616.75
A026426,OPT-C-01-04,380
A026427,OPT-C-01-04,16720
A026428,OPT-B-01-04,3328
A026429,OPT-A-01-04,4290
A026430,OPT-C-01-04,10125
A026431,HIVE,152592
A026432,OPT-A-07-11,152592
A026433,OPT-A-08,152592
A026434,OPT-A-08,152592
A026435,HIVE,17091.25
A026436,HIVE,16016
A026437,OPT-C-05-07,80000
A026438,OPT-B-07-11,15120
A026439,HIVE,17091.25
A026440,OPT-C-01-04,390
A026441,OPT-C-01-04,160
A026442,OPT-C-01-04,160
A026443,OPT-B-01-04,1320
A026444,OPT-C-01-04,69126.75
A026445,HIVE,181912.5
A026446,OPT-C-07-11,101871
A026447,OPT-B-08,109147.5
A026448,OPT-C-01-04,390
A026449,OPT-C-01-04,2310
A026450,OPT-MDK-14,0
A026451,OPT-B-07-11,0
A026452,OPT-A-01-04,250
A026453,OPT-B-01-04,585
A026454,OPT-C-01-04,10976
A026455,OPT-C-01-04,600
A026456,OPT-B-07-11,112365
A026457,OPT-B-07-11,312125
A026458,OPT-C-07-11,262922.75
A026459,OPT-B-07-11,272400
A026460,OPT-B-07-11,112365
A026461,OPT-B-07-11,312125
A026462,OPT-C-07-11,312125
A026463,HIVE,132720
A026464,OPT-C-07-11,132720
A026465,OPT-C-01-04,58072.96
A026466,OPT-C-07-11,119064
A026467,OPT-A-01-04,125
A026468,OPT-C-01-04,31816
A026469,OPT-C-01-04,83413.25
A026470,OPT-B-01-04,2501.25
A026471,OPT-B-01-04,2415
A026472,OPT-A-01-04,2501.25
A026473,OPT-B-07-11,119542.5
A026474,OPT-C-01-04,121716
A026475,OPT-C-01-04,217350
A026476,OPT-B-07-11,119542.5
A026477,OPT-B-07-11,316250
A026478,OPT-C-01-04,83413.25
A026479,OPT-C-08,152000
A026480,OPT-C-01-04,132720
A026481,OPT-C-01-04,132720
A026482,OPT-C-08,48678
A026483,OPT-C-07-11,30442.5
A026484,HIVE,103320
A026485,HIVE,103320
A026486,OPT-C-07-11,103320
A026487,HIVE,103320
A026488,OPT-B-01-04,2340
A026489,OPT-C-01-04,4680
A026490,OPT-C-01-04,6664
A026491,HIVE,26829
A026492,HIVE,150348
A026493,HIVE,14560
A026494,HIVE,80000
A026495,OPT-C-01-04,18902.125
A026496,OPT-C-01-04,5670
A026497,OPT-C-01-04,23478
A026498,OPT-C-05-07,23478
A026499,HIVE,181912.5
A026500,OPT-C-01-04,181912.5
A026501,OPT-C-07-11,181912.5
A026502,OPT-C-01-04,1228.59
A026503,OPT-C-01-04,9503
A026504,OPT-C-01-04,10976
A026505,OPT-C-01-04,100.8
A026506,OPT-A-01-04,14.57
A026507,OPT-AAAA-01-04,108
A026508,OPT-B-01-04,24.375
A026509,OPT-AAAA-01-04,11.39
A026510,OPT-A-01-04,12.6
A026511,OPT-C-01-04,62.244
A026512,OPT-C-01-04,24.57
A026513,OPT-AAAA-01-04,38.25
A026514,OPT-B-01-04,0
A026515,OPT-A-01-04,24.49
A026516,OPT-AAAA-01-04,144
A026517,OPT-C-01-04,15.456
A026518,OPT-A-01-04,36.575
A026519,OPT-C-01-04,19.6
A026520,OPT-C-01-04,57.12
A026521,OPT-C-01-04,240.8
A026522,OPT-AAAA-01-04,0
A026523,OPT-C-01-04,44.1
A026524,OPT-AA-01-04,45
A026525,OPT-AAAA-01-04,39.375
A026526,OPT-MDK-14,40
A026527,OPT-AAAA-01-04,80.625
A026528,OPT-C-01-04,100.11
A026529,OPT-B-01-04,18.63
A026530,OPT-C-01-04,109.25
A026531,OPT-AA-01-04,175.5
A026532,OPT-B-01-04,21.25
A026533,OPT-AAAA-01-04,19.375
A026534,OPT-AAAA-01-04,30
A026535,OPT-AAAA-01-04,63
A026536,OPT-AAAA-01-04,367.5
A026537,OPT-AAA-01-04,0
A026538,OPT-C-01-04,64.38
A026539,OPT-AA-01-04,40
A026540,OPT-AAAA-01-04,756
A026541,OPT-C-01-04,11.352
A026542,OPT-AAAA-01-04,66
A026543,OPT-AA-01-04,76.8
A026544,OPT-AA-01-04,0
A026545,OPT-AA-01-04,10
A026546,OPT-AA-01-04,120
A026547,OPT-AA-01-04,71.4
A026548,OPT-AA-01-04,37.6
A026549,OPT-AA-01-04,120
A026550,OPT-C-01-04,9.36
A026551,OPT-AAA-01-04,148.75
A026552,OPT-C-01-04,314.08
A026553,OPT-A-01-04,217.35
A026554,OPT-AA-01-04,129.8
A026555,OPT-AA-01-04,23.1
A026556,OPT-AA-01-04,15
A026557,OPT-AAA-01-04,40.3
A026558,OPT-C-08,682500
A026559,OPT-B-08,682500
A026560,PALLET-B,0
A026561,OPT-C-08,735280
A026562,OPT-B-08,1188000
A026563,OPT-C-08,682500
A026564,OPT-C-08,682500
A026565,OPT-C-08,585000
A026566,OPT-C-08,780000
A026567,OPT-C-08,780000
A026568,OPT-C-08,617500
A026569,PALLET-B,0
A026570,OPT-C-08,287280
A026571,OPT-C-08,664200
A026572,OPT-C-08,672000
A026573,OPT-B-07-11,512160
A026574,OPT-C-07-11,512160
A026575,OPT-C-08,585000
A026576,OPT-C-08,2240000
A026577,OPT-C-08,376431
A026578,OPT-B-08,606874.212
A026579,OPT-A-05-07,0
A026580,OPT-C-08,595900
A026581,OPT-C-08,2240000
A026582,OPT-C-01-04,1920
A026583,OPT-C-01-04,1140
A026584,HIVE,5867.01
A026585,CANTI-LIGHT,393.12
A026586,OPT-B-07-11,5760
A026587,CANTI-LIGHT,57750
A026588,CANTI-LIGHT,4770
A026589,OPT-C-01-04,1234.8
A026590,OPT-C-01-04,1550.4
A026591,CANTI-LIGHT,380
A026592,CANTI-LIGHT,1411.2
A026593,OPT-C-01-04,29.568
A026594,OPT-B-07-11,1175.04
A026595,OPT-A-01-04,14.994
A026596,OPT-A-01-04,5.865
A026597,OPT-AAAA-01-04,29.28
A026598,OPT-C-01-04,1596
A026599,OPT-AAA-01-04,81
A026600,CANTI-LIGHT,738.296
A026601,OPT-C-01-04,3869.73
A026602,OPT-C-01-04,450
A026603,CANTI-LIGHT,393.12
A026604,OPT-B-07-11,5760
A026605,CANTI-LIGHT,130900
A026606,CANTI-LIGHT,22005
A026607,OPT-C-01-04,1234.8
A026608,CANTI-LIGHT,1550.4
A026609,OPT-C-07-11,130
A026610,CANTI-LIGHT,380
A026611,CANTI-LIGHT,1411.2
A026612,OPT-C-01-04,29.568
A026613,OPT-B-07-11,2268
A026614,OPT-C-01-04,66.7
A026615,OPT-B-01-04,66.7
A026616,OPT-A-01-04,66.7
A026617,OPT-B-01-04,264
A026618,OPT-C-01-04,10.368
A026619,OPT-C-01-04,370.975
A026620,CANTI-LIGHT,1193.5
A026621,,300
A026622,OPT-B-07-11,2268
A026623,CANTI-LIGHT,0
A026624,CANTI-LIGHT,360
A026625,OPT-C-01-04,66.7
A026626,OPT-A-01-04,178.08
A026627,OPT-C-01-04,70
A026628,OPT-C-01-04,370.975
A026629,CANTI-LIGHT,1193.5
A026630,OPT-C-01-04,552.09
A026631,CANTI-LIGHT,300
A026632,OPT-C-01-04,520
A026633,OPT-A-01-04,4.95
A026634,OPT-C-01-04,1561.625
A026635,OPT-C-01-04,229.5
A026636,OPT-C-01-04,6092.375
A026637,OPT-C-01-04,2688
A026638,OPT-B-05-07,0
A026639,OPT-C-01-04,2017.764
A026640,CANTI-LIGHT,45780
A026641,OPT-B-07-11,530160
A026642,OPT-B-07-11,48640
A026643,CANTI-LIGHT,8307
A026644,CANTI-LIGHT,18392
A026645,OPT-B-07-11,18917.34
A026646,OPT-A-01-04,20160
A026647,OPT-A-01-04,1683
A026648,OPT-B-01-04,1029
A026649,OPT-C-01-04,2100
A026650,OPT-B-01-04,1875
A026651,OPT-C-01-04,2066.25
A026652,OPT-A-01-04,1482
A026653,OPT-B-01-04,1721.25
A026654,OPT-A-01-04,1721.25
A026655,OPT-B-01-04,1145.625
A026656,OPT-C-01-04,2030
A026657,OPT-A-01-04,500
A026658,OPT-C-01-04,1718.1
A026659,OPT-B-01-04,1123.2
A026660,OPT-B-01-04,0
A026661,OPT-AA-01-04,242
A026662,OPT-C-01-04,96
A026663,CANTI-LIGHT,36260
A026664,OPT-B-07-11,530160
A026665,OPT-B-07-11,48128
A026666,CANTI-LIGHT,8307
A026667,OPT-C-07-11,18917.34
A026668,CANTI-LIGHT,18392
A026669,OPT-B-07-11,18917.34
A026670,OPT-B-01-04,18810
A026671,OPT-B-01-04,1683
A026672,OPT-B-01-04,1029
A026673,OPT-B-01-04,2100
A026674,OPT-C-01-04,1875
A026675,OPT-B-01-04,1957.5
A026676,OPT-B-01-04,588
A026677,OPT-C-01-04,2160
A026678,OPT-A-01-04,1721.25
A026679,OPT-B-01-04,1721.25
A026680,OPT-B-01-04,1145.625
A026681,OPT-C-01-04,2163.84
A026682,,200
A026683,OPT-C-01-04,582.4
A026684,OPT-B-01-04,0
A026685,OPT-C-01-04,76.5
A026686,OPT-C-01-04,101.736
A026687,OPT-C-07-11,167400
A026688,OPT-C-07-11,240000
A026689,OPT-C-01-04,52200
A026690,OPT-C-01-04,3177.5
A026691,OPT-B-01-04,2500
A026692,OPT-C-07-11,172800
A026693,OPT-C-01-04,3177.5
A026694,OPT-C-01-04,792
A026695,OPT-C-01-04,3600
A026696,OPT-C-01-04,3690
A026697,OPT-C-01-04,15
A026698,OPT-C-01-04,0.35
A026699,OPT-C-01-04,3690
A026700,OPT-C-01-04,254.625
A026701,OPT-C-01-04,622.125
A026702,OPT-C-01-04,93.375
A026703,OPT-C-01-04,185.088
A026704,OPT-C-01-04,622.125
A026705,OPT-C-01-04,93.375
A026706,OPT-B-07-11,16709
A026707,OPT-A-01-04,48.375
A026708,OPT-C-01-04,48.375
A026709,OPT-A-01-04,424
A026710,OPT-C-01-04,424
A026711,OPT-C-07-11,147136
A026712,OPT-C-01-04,7.488
A026713,OPT-C-01-04,7.488
A026714,OPT-C-01-04,7.488
A026715,OPT-C-01-04,7.488
A026716,OPT-C-01-04,4.5
A026717,OPT-C-01-04,15
A026718,OPT-C-01-04,801
A026719,OPT-C-01-04,550
A026720,OPT-C-01-04,550
A026721,OPT-C-05-07,40000
A026722,OPT-C-01-04,3690
A026723,OPT-C-01-04,3690
A026724,OPT-C-01-04,1486.375
A026725,OPT-C-01-04,1486.375
A026726,OPT-C-01-04,3675
A026727,OPT-C-01-04,510
A026728,OPT-C-01-04,2790
A026729,OPT-C-01-04,48
A026730,OPT-C-01-04,1188
A026731,OPT-C-01-04,1100
A026732,OPT-C-08,50750
A026733,OPT-A-07-11,25824
A026734,OPT-A-07-11,17157
A026735,OPT-C-01-04,52854.75
A026736,OPT-A-01-04,20938.5
A026737,OPT-A-07-11,33408
A026738,OPT-C-05-07,33408
A026739,OPT-A-01-04,360
A026740,OPT-B-01-04,288
A026741,OPT-B-01-04,9
A026742,OPT-A-01-04,29.25
A026743,OPT-C-01-04,22704
A026744,OPT-B-01-04,22704
A026745,OPT-C-01-04,15136
