uuid,location,quantity
A017345,012819,3.0
A017349,012819,4.0
A017834,012819,2.0
A018927,012819,1.0
A019645,012819,2.0
A019833,012819,3.0
A020003,012819,1.0
A020347,012819,2.0
A020606,012819,1.0
A020944,012819,1.0
A021052,012819,3.0
A021179,012819,11.0
A022761,012819,2.0
A022781,012819,1.0
A022941,012819,4.0
A023200,012819,2.0
A025418,012819,2.0
A026090,012819,2.0
A026651,012819,3.0
A026871,012819,2.0
A027044,012819,1.0
A028196,012819,2.0
A028211,012819,2.0
A029436,012819,1.0
A000289,011811,96.0
A000398,011811,13.0
A000594,011811,9.0
A000676,011811,3.0
A001262,011811,25.0
A001366,011811,1.0
A001454,011811,1.0
A001540,011811,10.0
A001649,011811,1.0
A001763,011811,5.0
A001768,011811,5.0
A001769,011811,5.0
A002949,011811,1.0
A003567,011811,1.0
A003878,011811,1.0
A003962,011811,1.0
A004663,011811,2.0
A007496,011811,173.0
A007777,011811,1.0
A008020,011811,3.0
A008023,011811,12.0
A009275,011811,1.0
A009542,011811,4.0
A010819,011811,1.0
A010855,011811,1.0
A011417,011811,4.0
A011420,011811,4.0
A012434,011811,4.0
A012490,011811,3.0
A013097,011811,1.0
A013287,011811,2.0
A014261,011811,1.0
A014359,011811,1.0
A015069,011811,7.0
A015135,011811,4.0
A015434,011811,7.0
A017148,011811,1.0
A017867,011811,2.0
A018875,011811,4.0
A022868,011811,3.0
A024682,011811,1.0
A029625,011811,1.0
A000295,010503,57.0
A000541,010503,1.0
A012565,010503,21.0
A021165,010503,2.0
A024693,010503,2.0
A026764,010503,1.0
A000305,010112,67.0
A001006,010112,5.0
A001240,010112,3.0
A002534,010112,8.0
A002826,010112,3.0
A004435,010112,5.0
A004710,010112,209.0
A006924,010112,4.0
A007152,010112,4.0
A007320,010112,1.0
A014491,010112,2.0
A014825,010112,5.0
A014967,010112,8.0
A015402,010112,2.0
A015538,010112,10.0
A016104,010112,1.0
A016468,010112,9.0
A017261,010112,1.0
A017477,010112,1.0
A017651,010112,2.0
A018699,010112,1.0
A018711,010112,2.0
A019187,010112,1.0
A019608,010112,2.0
A019974,010112,5.0
A021055,010112,2.0
A022138,010112,2.0
A022245,010112,2.0
A022486,010112,2.0
A024671,010112,2.0
A024963,010112,5.0
A025565,010112,10.0
A025634,010112,5.0
A027051,010112,5.0
A027053,010112,6.0
A027070,010112,3.0
A027231,010112,2.0
A027237,010112,1.0
A030037,010112,2.0
A030056,010112,2.0
A000312,010801,6.0
A002530,010801,5.0
A004548,010801,3.0
A007929,010801,3.0
A007931,010801,3.0
A010874,010801,26.0
A025789,010801,12.0
A000318,012321,2.0
A000717,012321,3.0
A000748,012321,17.0
A002887,012321,4.0
A010389,012321,4.0
A012008,012321,2.0
A013552,012321,6.0
A015282,012321,1.0
A016982,012321,3.0
A017130,012321,1.0
A020584,012321,4.0
A030119,012321,2.0
A000320,012316,30.0
A001487,012316,15.0
A007485,012316,2.0
A008668,012316,1.0
A010314,012316,11.0
A010425,012316,2.0
A012803,012316,1.0
A025109,012316,2.0
A000324,020404,10.0
A000638,020404,105.0
A004844,020404,1.0
A004849,020404,3.0
A006237,020404,1.0
A014793,020404,10.0
A014934,020404,6.0
A015466,020404,4.0
A015649,020404,3.0
A021497,020404,4.0
A021800,020404,4.0
A024045,020404,3.0
A024862,020404,7.0
A029762,020404,10.0
A000325,040303,21.0
A000445,040303,3.0
A000815,040303,2.0
A001476,040303,2.0
A001749,040303,7.0
A005434,040303,2.0
A009013,040303,3.0
A014653,040303,140.0
A015263,040303,46.0
A015743,040303,3.0
A015883,040303,5.0
A018895,040303,5.0
A022898,040303,1.0
A029083,040303,4.0
A029701,040303,7.0
A029724,040303,2.0
A000337,021203,4.0
A000764,021203,10.0
A001235,021203,5.0
A011076,021203,4.0
A016444,021203,10.0
A024165,021203,2.0
A000339,010710,30.0
A001473,010710,8.0
A009541,010710,3.0
A010475,010710,29.0
A012995,010710,51.0
A013273,010710,14.0
A000344,022707,5.0
A000459,022707,1.0
A001480,022707,40.0
A001800,022707,2.0
A002454,022707,2.0
A002580,022707,1.0
A006252,022707,30.0
A012105,022707,3.0
A024944,022707,2.0
A000347,012516,1.0
A000469,012516,3.0
A000711,012516,108.0
A004508,012516,14.0
A012525,012516,1.0
A013371,012516,88.0
A000348,022712,20.0
A005291,022712,5.0
A000355,010309,1.0
A000401,010309,4.0
A000408,010309,8.0
A000480,010309,7.0
A000726,010309,2.0
A000892,010309,10.0
A001275,010309,8.0
A002418,010309,6.0
A004804,010309,38.0
A005350,010309,1.0
A005436,010309,2.0
A005811,010309,2.0
A006004,010309,10.0
A006165,010309,44.0
A006293,010309,2.0
A006314,010309,3.0
A008925,010309,1.0
A012997,010309,1.0
A000369,012822,3.0
A001024,012822,1.0
A002019,012822,2.0
A003249,012822,1.0
A006132,012822,8.0
A012752,012822,23.0
A013594,012822,11.0
A014658,012822,20.0
A015353,012822,18.0
A016854,012822,2.0
A017318,012822,6.0
A018505,012822,1.0
A018856,012822,2.0
A019921,012822,1.0
A019940,012822,1.0
A020946,012822,3.0
A021244,012822,4.0
A022440,012822,2.0
A022937,012822,3.0
A025366,012822,2.0
A025410,012822,1.0
A026878,012822,2.0
A027127,012822,2.0
A027255,012822,3.0
A027321,012822,2.0
A027327,012822,2.0
A028004,012822,2.0
A030055,012822,1.0
A000377,041205,1.0
A001194,041205,4.0
A004551,041205,3.0
A012836,041205,17.0
A014957,041205,22.0
A021470,041205,4.0
A022135,041205,2.0
A022619,041205,5.0
A029573,041205,6.0
A000383,020904,7.0
A001451,020904,23.0
A003636,020904,3.0
A004419,020904,6.0
A010069,020904,2.0
A016340,020904,9.0
A016344,020904,12.0
A018118,020904,1.0
A019444,020904,1.0
A020276,020904,8.0
A020885,020904,5.0
A022179,020904,3.0
A026516,020904,14.0
A000385,011112,12.0
A000487,011112,10.0
A002419,011112,10.0
A005643,011112,2.0
A008628,011112,1.0
A008935,011112,25.0
A009130,011112,1.0
A012675,011112,10.0
A013180,011112,2.0
A014074,011112,5.0
A014533,011112,19.0
A014840,011112,4.0
A014894,011112,20.0
A014964,011112,38.0
A015540,011112,2.0
A015826,011112,22.0
A015957,011112,7.0
A017396,011112,2.0
A017815,011112,3.0
A018163,011112,3.0
A018523,011112,2.0
A019801,011112,2.0
A020380,011112,1.0
A020618,011112,2.0
A020805,011112,9.0
A021492,011112,4.0
A022346,011112,1.0
A024471,011112,2.0
A026409,011112,10.0
A026655,011112,1.0
A027274,011112,10.0
A027803,011112,1.0
A030009,011112,7.0
A030016,011112,2.0
A030057,011112,1.0
A000400,021507,4.0
A000686,021507,1.0
A001470,021507,20.0
A003272,021507,95.0
A004080,021507,2.0
A004772,021507,12.0
A011096,021507,2.0
A012353,021507,4.0
A014163,021507,1.0
A023544,021507,1.0
A000402,010713,24.0
A000426,010713,107.0
A000793,010713,20.0
A001226,010713,51.0
A001252,010713,138.0
A001590,010713,1.0
A003599,010713,54.0
A003968,010713,6.0
A004167,010713,1.0
A004475,010713,6.0
A004497,010713,6.0
A004502,010713,22.0
A006345,010713,6.0
A006923,010713,3.0
A007658,010713,1.0
A008026,010713,70.0
A008048,010713,2.0
A008340,010713,1.0
A008973,010713,1.0
A011294,010713,12.0
A013210,010713,8.0
A015378,010713,1.0
A015910,010713,6.0
A016428,010713,2.0
A016738,010713,5.0
A016953,010713,3.0
A017215,010713,1.0
A017390,010713,2.0
A017413,010713,3.0
A017624,010713,13.0
A017852,010713,7.0
A018477,010713,2.0
A018899,010713,4.0
A019539,010713,3.0
A019789,010713,1.0
A020227,010713,1.0
A020532,010713,3.0
A020594,010713,10.0
A020956,010713,1.0
A021284,010713,2.0
A023297,010713,3.0
A025588,010713,1.0
A025869,010713,3.0
A026239,010713,10.0
A027091,010713,1.0
A029957,010713,2.0
A000410,012103,7.0
A003268,012103,4.0
A008958,012103,1.0
A009988,012103,8.0
A020039,012103,4.0
A020496,012103,3.0
A025264,012103,5.0
A026197,012103,8.0
A000411,011503,9.0
A002599,011503,15.0
A019805,011503,15.0
A021828,011503,3.0
A024640,011503,9.0
A026554,011503,2.0
A029836,011503,1.0
A000413,042603,6.0
A000692,042603,19.0
A000767,042603,104.0
A001339,042603,6.0
A001448,042603,11.0
A002750,042603,2.0
A004292,042603,2.0
A004409,042603,4.0
A012518,042603,1.0
A013794,042603,10.0
A026661,042603,3.0
A000417,012821,2.0
A002755,012821,9.0
A002829,012821,1.0
A002898,012821,1.0
A003076,012821,1.0
A003425,012821,1.0
A012583,012821,5.0
A013211,012821,1.0
A015526,012821,4.0
A015541,012821,4.0
A015728,012821,1.0
A017705,012821,9.0
A017873,012821,2.0
A017887,012821,2.0
A018003,012821,1.0
A018018,012821,5.0
A018171,012821,2.0
A018837,012821,3.0
A018876,012821,1.0
A018960,012821,10.0
A021442,012821,2.0
A022461,012821,3.0
A025794,012821,2.0
A025865,012821,1.0
A026301,012821,3.0
A026945,012821,2.0
A026993,012821,1.0
A027116,012821,2.0
A027886,012821,2.0
A027970,012821,5.0
A027973,012821,3.0
A029100,012821,3.0
A029477,012821,1.0
A029586,012821,4.0
A000418,040611,34.0
A012601,040611,2.0
A019034,040611,1.0
A000419,041501,46.0
A000420,040301,124.0
A003862,040301,97.0
A004567,040301,1.0
A005707,040301,6.0
A013076,040301,6.0
A013079,040301,6.0
A000421,011902,321.0
A007004,011902,1.0
A021792,011902,3.0
A024175,011902,24.0
A026893,011902,3.0
A000423,011110,107.0
A001611,011110,14.0
A002888,011110,4.0
A003602,011110,82.0
A003819,011110,1.0
A004399,011110,68.0
A004623,011110,23.0
A004722,011110,2.0
A005345,011110,2.0
A005348,011110,1.0
A005953,011110,9.0
A006147,011110,50.0
A006291,011110,1.0
A006750,011110,19.0
A006969,011110,113.0
A007500,011110,542.0
A008989,011110,1.0
A012732,011110,2.0
A013640,011110,1.0
A013787,011110,204.0
A014613,011110,2.0
A015306,011110,4.0
A015379,011110,2.0
A017991,011110,4.0
A018052,011110,2.0
A018701,011110,1.0
A019102,011110,1.0
A020800,011110,4.0
A022098,011110,4.0
A022332,011110,2.0
A022496,011110,3.0
A024109,011110,2.0
A024373,011110,3.0
A026384,011110,2.0
A026788,011110,1.0
A027159,011110,1.0
A000424,020907,3.0
A001658,020907,433.0
A004640,020907,2.0
A004676,020907,6.0
A007084,020907,1.0
A008777,020907,2.0
A008780,020907,2.0
A008812,020907,2.0
A011863,020907,4.0
A012831,020907,13.0
A013216,020907,1.0
A021178,020907,9.0
A023349,020907,2.0
A000432,032503,10.0
A000568,032503,71.0
A000664,032503,6.0
A001656,032503,30.0
A006149,032503,82.0
A010375,032503,27.0
A013591,032503,29.0
A014580,032503,205.0
A015602,032503,4.0
A018545,032503,1.0
A026185,032503,9.0
A000434,040806,10.0
A000435,060604,20.0
A018754,060604,7.0
A021790,060604,2.0
A025389,060604,1.0
A026923,060604,2.0
A000436,021901,345.0
A003034,021901,1.0
A003143,021901,15.0
A027798,021901,3.0
A000438,010803,130.0
A003257,010803,2.0
A003641,010803,20.0
A010864,010803,4.0
A012823,010803,4.0
A014626,010803,1.0
A014828,010803,1.0
A020329,010803,2.0
A020862,010803,3.0
A024029,010803,7.0
A024613,010803,6.0
A000439,010302,23.0
A002830,010302,8.0
A010054,010302,4.0
A013418,010302,2.0
A000441,010106,80.0
A000791,010106,4.0
A001430,010106,45.0
A004713,010106,3.0
A007469,010106,16.0
A012491,010106,15.0
A027884,010106,2.0
A000442,010202,5.0
A016236,010202,3.0
A016339,010202,3.0
A016608,010202,10.0
A018161,010202,76.0
A018230,010202,2.0
A024496,010202,7.0
A025315,010202,10.0
A027984,010202,7.0
A000444,010602,51.0
A003390,010602,3.0
A004420,010602,10.0
A004536,010602,5.0
A007684,010602,20.0
A015197,010602,3.0
A017299,010602,2.0
A017403,010602,6.0
A020198,010602,2.0
A024570,010602,53.0
A000446,012712,14.0
A001733,012712,20.0
A004664,012712,19.0
A006186,012712,2.0
A006258,012712,2.0
A016748,012712,2.0
A018093,012712,2.0
A019442,012712,1.0
A019528,012712,3.0
A019533,012712,2.0
A019578,012712,1.0
A020416,012712,3.0
A020567,012712,5.0
A023239,012712,4.0
A023348,012712,1.0
A026707,012712,2.0
A000447,041204,4.0
A002607,041204,1.0
A008427,041204,9.0
A013664,041204,19.0
A015768,041204,1.0
A016874,041204,2.0
A017626,041204,13.0
A022435,041204,2.0
A024628,041204,9.0
A026549,041204,7.0
A000448,020602,14.0
A001108,020602,3.0
A001269,020602,34.0
A009344,020602,7.0
A013215,020602,31.0
A020026,020602,17.0
A020417,020602,4.0
A020756,020602,2.0
A026093,020602,2.0
A028803,020602,2.0
A000449,010508,5.0
A010392,010508,2.0
A016152,010508,1.0
A025117,010508,2.0
A026883,010508,6.0
A028807,010508,4.0
A000451,010301,7.0
A012012,010301,2.0
A017170,010301,2.0
A017203,010301,1.0
A017666,010301,2.0
A020463,010301,1.0
A020605,010301,3.0
A020798,010301,3.0
A020886,010301,3.0
A029956,010301,22.0
A000453,022501,17.0
A002011,022501,5.0
A014947,022501,20.0
A016458,022501,1.0
A017035,022501,4.0
A017142,022501,2.0
A021733,022501,45.0
A027177,022501,6.0
A000454,041103,17.0
A000634,041103,43.0
A000645,041103,12.0
A000719,041103,10.0
A001380,041103,1.0
A001453,041103,9.0
A002728,041103,501.0
A005101,041103,29.0
A005414,041103,3.0
A006972,041103,5.0
A010664,041103,1.0
A011659,041103,2.0
A013012,041103,2.0
A013684,041103,30.0
A013685,041103,1.0
A013810,041103,3.0
A014284,041103,1.0
A014933,041103,90.0
A015588,041103,4.0
A016376,041103,7.0
A018197,041103,19.0
A023370,041103,1.0
A029687,041103,9.0
A000455,012007,4.0
A000672,012007,5.0
A001625,012007,24.0
A002050,012007,8.0
A003737,012007,1.0
A004157,012007,1.0
A005079,012007,1.0
A005218,012007,8.0
A005751,012007,1.0
A005828,012007,3.0
A006027,012007,8.0
A008223,012007,10.0
A011589,012007,3.0
A012627,012007,1.0
A015718,012007,2.0
A016610,012007,3.0
A017326,012007,2.0
A017435,012007,3.0
A017851,012007,1.0
A017855,012007,1.0
A017860,012007,1.0
A017938,012007,3.0
A017943,012007,3.0
A018086,012007,3.0
A018797,012007,2.0
A019558,012007,2.0
A020220,012007,2.0
A022886,012007,2.0
A025427,012007,1.0
A026593,012007,6.0
A026675,012007,2.0
A026867,012007,2.0
A000457,040103,6.0
A002815,040103,3.0
A005430,040103,7.0
A013665,040103,8.0
A013666,040103,7.0
A014503,040103,18.0
A014784,040103,2.0
A015208,040103,5.0
A015544,040103,11.0
A016525,040103,2.0
A016805,040103,4.0
A017709,040103,2.0
A018385,040103,62.0
A018396,040103,57.0
A020305,040103,5.0
A020852,040103,2.0
A021168,040103,4.0
A021290,040103,4.0
A022194,040103,4.0
A022786,040103,3.0
A024778,040103,4.0
A026851,040103,4.0
A027042,040103,2.0
A027097,040103,1.0
A029680,040103,2.0
A000460,011611,6.0
A000985,011611,12.0
A001766,011611,4.0
A001767,011611,5.0
A002886,011611,2.0
A003253,011611,34.0
A003860,011611,3.0
A004407,011611,4.0
A004509,011611,78.0
A005137,011611,2.0
A006120,011611,26.0
A006177,011611,24.0
A006438,011611,7.0
A010006,011611,13.0
A013173,011611,1.0
A013505,011611,9.0
A013540,011611,3.0
A013624,011611,1.0
A014520,011611,6.0
A014562,011611,5.0
A014812,011611,3.0
A015243,011611,3.0
A015275,011611,1.0
A016084,011611,2.0
A016092,011611,2.0
A016378,011611,2.0
A016473,011611,4.0
A019443,011611,2.0
A020677,011611,1.0
A025296,011611,2.0
A026161,011611,3.0
A027250,011611,2.0
A027256,011611,1.0
A029094,011611,2.0
A029766,011611,4.0
A000461,040805,8.0
A001541,040805,5.0
A004896,040805,14.0
A014833,040805,1.0
A015217,040805,3.0
A016033,040805,3.0
A018970,040805,4.0
A020121,040805,1.0
A020534,040805,1.0
A020676,040805,1.0
A021241,040805,4.0
A025764,040805,2.0
A026137,040805,4.0
A000477,011101,204.0
A004592,011101,1.0
A019811,011101,1.0
A027837,011101,2.0
A000482,012107,6.0
A000601,012107,953.0
A000737,012107,114.0
A000843,012107,3.0
A001515,012107,2.0
A001633,012107,40.0
A004811,012107,4.0
A010605,012107,2.0
A011071,012107,10.0
A013962,012107,2.0
A014970,012107,5.0
A015358,012107,3.0
A017445,012107,2.0
A017514,012107,7.0
A027280,012107,2.0
A000484,021605,20.0
A001225,021605,22.0
A004628,021605,1.0
A015866,021605,4.0
A016793,021605,27.0
A016857,021605,1.0
A017365,021605,2.0
A017475,021605,15.0
A020484,021605,5.0
A020858,021605,1.0
A024784,021605,2.0
A000491,021601,20.0
A004667,021601,5.0
A012940,021601,1.0
A015449,021601,1.0
A015756,021601,2.0
A022079,021601,2.0
A024392,021601,5.0
A024943,021601,1.0
A000497,011012,41.0
A003023,011012,1.0
A004707,011012,9.0
A016329,011012,1.0
A017387,011012,2.0
A017688,011012,1.0
A019003,011012,8.0
A019841,011012,3.0
A020633,011012,1.0
A020925,011012,1.0
A021076,011012,3.0
A021985,011012,2.0
A024178,011012,8.0
A027061,011012,1.0
A027062,011012,1.0
A027272,011012,2.0
A029482,011012,1.0
A030050,011012,1.0
A000501,012717,4.0
A001951,012717,2.0
A002917,012717,2.0
A005039,012717,3.0
A005135,012717,1.0
A005321,012717,1.0
A005449,012717,1.0
A005469,012717,4.0
A005558,012717,2.0
A005681,012717,5.0
A005812,012717,2.0
A005896,012717,1.0
A006021,012717,1.0
A006031,012717,5.0
A006194,012717,200.0
A006299,012717,3.0
A006307,012717,5.0
A007462,012717,2.0
A007862,012717,7.0
A008598,012717,1.0
A008707,012717,1.0
A009821,012717,4.0
A011029,012717,2.0
A012747,012717,1.0
A012840,012717,85.0
A012963,012717,29.0
A013837,012717,10.0
A014814,012717,3.0
A019537,012717,1.0
A030045,012717,1.0
A000505,012320,9.0
A000585,012320,25.0
A000898,012320,1.0
A002219,012320,1.0
A002756,012320,24.0
A004302,012320,5.0
A004440,012320,2.0
A006030,012320,5.0
A008089,012320,3.0
A009188,012320,1.0
A013060,012320,2.0
A013780,012320,100.0
A015205,012320,2.0
A017876,012320,2.0
A018652,012320,3.0
A024736,012320,4.0
A000512,010201,10.0
A004877,010201,20.0
A008265,010201,5.0
A013284,010201,1.0
A015447,010201,5.0
A015960,010201,6.0
A019001,010201,9.0
A019200,010201,2.0
A029917,010201,2.0
A000516,010407,270.0
A000904,010407,9.0
A001518,010407,3.0
A001528,010407,6.0
A004803,010407,1.0
A004823,010407,1.0
A006225,010407,2.0
A006315,010407,10.0
A006319,010407,2.0
A008571,010407,5.0
A015260,010407,5.0
A015586,010407,4.0
A015594,010407,4.0
A016039,010407,2.0
A018702,010407,1.0
A018991,010407,17.0
A019016,010407,1.0
A019226,010407,2.0
A020061,010407,3.0
A020591,010407,1.0
A020991,010407,2.0
A023369,010407,1.0
A025487,010407,10.0
A027139,010407,4.0
A027372,010407,2.0
A000520,041104,12.0
A003388,041104,1.0
A016983,041104,2.0
A018595,041104,3.0
A020353,041104,1.0
A026204,041104,3.0
A000529,010403,4.0
A007553,010403,18.0
A008813,010403,1.0
A014556,010403,2.0
A015262,010403,57.0
A016337,010403,1.0
A016462,010403,2.0
A017078,010403,4.0
A017847,010403,5.0
A019590,010403,3.0
A022587,010403,8.0
A026531,010403,6.0
A026556,010403,1.0
A029830,010403,3.0
A000532,011709,8.0
A000802,011709,20.0
A000804,011709,137.0
A000901,011709,4.0
A001005,011709,1.0
A002657,011709,6.0
A002854,011709,3.0
A002980,011709,1.0
A007407,011709,27.0
A008716,011709,1.0
A012989,011709,6.0
A013387,011709,1.0
A000534,022604,2.0
A012729,022604,2.0
A013507,022604,1.0
A018738,022604,1.0
A000536,021103,15.0
A004425,021103,10.0
A005087,021103,6.0
A008959,021103,6.0
A014583,021103,19.0
A015084,021103,7.0
A017722,021103,4.0
A018406,021103,3.0
A027079,021103,2.0
A000537,010805,16.0
A003118,010805,2.0
A005250,010805,10.0
A008665,010805,2.0
A012605,010805,12.0
A020887,010805,1.0
A022951,010805,3.0
A024643,010805,2.0
A000539,011603,15.0
A014735,011603,1.0
A018984,011603,13.0
A019611,011603,28.0
A020286,011603,2.0
A020844,011603,1.0
A021461,011603,2.0
A024317,011603,13.0
A024630,011603,5.0
A025025,011603,2.0
A000543,032504,11.0
A006190,032504,10.0
A007720,032504,3.0
A009140,032504,8.0
A012584,032504,163.0
A017011,032504,2.0
A026193,032504,1.0
A000545,010102,44.0
A000752,010102,2.0
A001196,010102,54.0
A003274,010102,5.0
A004190,010102,7.0
A004418,010102,132.0
A008190,010102,16.0
A008869,010102,14.0
A009947,010102,49.0
A013749,010102,8.0
A014651,010102,23.0
A018678,010102,2.0
A020292,010102,10.0
A020596,010102,39.0
A021459,010102,1.0
A024097,010102,4.0
A026557,010102,1.0
A000548,020403,15.0
A000736,020403,8.0
A001016,020403,1.0
A004651,020403,2.0
A005957,020403,8.0
A009495,020403,3.0
A010973,020403,9.0
A013426,020403,9.0
A013590,020403,1.0
A014988,020403,1.0
A015414,020403,18.0
A020046,020403,5.0
A020206,020403,11.0
A027015,020403,3.0
A000549,020102,68.0
A001332,020102,3.0
A016000,020102,20.0
A016811,020102,1.0
A017289,020102,3.0
A020095,020102,4.0
A023320,020102,5.0
A024055,020102,3.0
A024929,020102,3.0
A000552,040506,10.0
A005484,040506,1.0
A008105,040506,2.0
A008108,040506,1.0
A010667,040506,4.0
A000559,021104,5.0
A003108,021104,1.0
A004384,021104,32.0
A009946,021104,3.0
A013214,021104,1.0
A015077,021104,5.0
A016747,021104,1.0
A017417,021104,2.0
A019872,021104,2.0
A021164,021104,4.0
A021382,021104,2.0
A026856,021104,3.0
A000560,022303,30.0
A015763,022303,2.0
A023345,022303,13.0
A027204,022303,5.0
A000562,012511,71.0
A001357,012511,1.0
A002727,012511,204.0
A003564,012511,1.0
A003651,012511,14.0
A004170,012511,3.0
A007904,012511,2.0
A008355,012511,2.0
A010090,012511,1.0
A011293,012511,5.0
A000576,032704,2.0
A000694,032704,42.0
A000699,032704,8.0
A001315,032704,30.0
A001337,032704,82.0
A002145,032704,2.0
A005577,032704,4.0
A005956,032704,4.0
A006029,032704,4.0
A007566,032704,196.0
A014602,032704,25.0
A014642,032704,13.0
A014920,032704,31.0
A019624,032704,4.0
A022656,032704,3.0
A023218,032704,9.0
A027867,032704,6.0
A027957,032704,3.0
A030123,032704,5.0
A000577,012508,6.0
A003967,012508,2.0
A004403,012508,5.0
A014513,012508,63.0
A015912,012508,5.0
A016704,012508,5.0
A018513,012508,2.0
A018787,012508,2.0
A018846,012508,2.0
A019982,012508,4.0
A020865,012508,5.0
A022884,012508,6.0
A024886,012508,2.0
A025558,012508,2.0
A027590,012508,15.0
A000588,022803,10.0
A004014,022803,9.0
A014703,022803,8.0
A020054,022803,1.0
A000602,021108,6.0
A000611,021108,28.0
A001050,021108,2.0
A001314,021108,4.0
A002297,021108,1.0
A003463,021108,27.0
A003740,021108,1.0
A009535,021108,16.0
A009543,021108,4.0
A011103,021108,1.0
A012517,021108,4.0
A012921,021108,3.0
A013093,021108,31.0
A013471,021108,2.0
A013948,021108,12.0
A017673,021108,1.0
A020222,021108,1.0
A020385,021108,3.0
A000612,012317,7.0
A002726,012317,20.0
A013415,012317,1.0
A017063,012317,4.0
A017248,012317,1.0
A019278,012317,2.0
